Comunidades y Ciudades Autónomas;Sector económico;Periodo;Total
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;48,2
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;53,3
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;61
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;57,9
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;59,5
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;62,7
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;65,2
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;70,1
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;67
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;66,2
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;72,4
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;71,7
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;73,3
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;65,1
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;59,8
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;57,8
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;50,6
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;52,9
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;54,1
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;49,9
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;51,8
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;51,8
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;42,6
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;36,6
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;26,5
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;28,7
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;23
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;12,3
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;17,1
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;13,6
04 Balears, Illes;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;13,3
05 Canarias;Total;2024T4;138,4
05 Canarias;Total;2024T3;167,8
05 Canarias;Total;2024T2;161,7
05 Canarias;Total;2024T1;174,2
05 Canarias;Total;2023T4;188,7
05 Canarias;Total;2023T3;172,1
05 Canarias;Total;2023T2;179,3
05 Canarias;Total;2023T1;202,1
05 Canarias;Total;2022T4;167,7
05 Canarias;Total;2022T3;196,2
05 Canarias;Total;2022T2;201,5
05 Canarias;Total;2022T1;226,9
05 Canarias;Total;2021T4;215,2
05 Canarias;Total;2021T3;273,5
05 Canarias;Total;2021T2;263,6
05 Canarias;Total;2021T1;265,9
05 Canarias;Total;2020T4;279
05 Canarias;Total;2020T3;273,7
05 Canarias;Total;2020T2;225,9
05 Canarias;Total;2020T1;215,3
05 Canarias;Total;2019T4;217,4
05 Canarias;Total;2019T3;239,6
05 Canarias;Total;2019T2;239,2
05 Canarias;Total;2019T1;237,7
05 Canarias;Total;2018T4;228,2
05 Canarias;Total;2018T3;222,3
05 Canarias;Total;2018T2;222,4
05 Canarias;Total;2018T1;228,4
05 Canarias;Total;2017T4;246,4
05 Canarias;Total;2017T3;239,3
05 Canarias;Total;2017T2;266
05 Canarias;Total;2017T1;279,8
05 Canarias;Total;2016T4;274
05 Canarias;Total;2016T3;286,7
05 Canarias;Total;2016T2;300,8
05 Canarias;Total;2016T1;285,2
05 Canarias;Total;2015T4;297,1
05 Canarias;Total;2015T3;317,2
05 Canarias;Total;2015T2;336,5
05 Canarias;Total;2015T1;343,5
05 Canarias;Total;2014T4;342,2
05 Canarias;Total;2014T3;362,3
05 Canarias;Total;2014T2;356,9
05 Canarias;Total;2014T1;356
05 Canarias;Total;2013T4;365,3
05 Canarias;Total;2013T3;383,5
05 Canarias;Total;2013T2;362,4
05 Canarias;Total;2013T1;374,4
05 Canarias;Total;2012T4;358,8
05 Canarias;Total;2012T3;367,4
05 Canarias;Total;2012T2;360
05 Canarias;Total;2012T1;350,6
05 Canarias;Total;2011T4;329,5
05 Canarias;Total;2011T3;317,7
05 Canarias;Total;2011T2;321,5
05 Canarias;Total;2011T1;304,4
05 Canarias;Total;2010T4;306,4
05 Canarias;Total;2010T3;303
05 Canarias;Total;2010T2;308,8
05 Canarias;Total;2010T1;294,4
05 Canarias;Total;2009T4;285,1
05 Canarias;Total;2009T3;269,4
05 Canarias;Total;2009T2;264,8
05 Canarias;Total;2009T1;270,2
05 Canarias;Total;2008T4;215,4
05 Canarias;Total;2008T3;176,6
05 Canarias;Total;2008T2;161,1
05 Canarias;Total;2008T1;147,2
05 Canarias;Agricultura;2024T4;2,3
05 Canarias;Agricultura;2024T3;3,1
05 Canarias;Agricultura;2024T2;1,6
05 Canarias;Agricultura;2024T1;0,4
05 Canarias;Agricultura;2023T4;1,3
05 Canarias;Agricultura;2023T3;1,5
05 Canarias;Agricultura;2023T2;2
05 Canarias;Agricultura;2023T1;1,9
05 Canarias;Agricultura;2022T4;2,2
05 Canarias;Agricultura;2022T3;2,1
05 Canarias;Agricultura;2022T2;1,4
05 Canarias;Agricultura;2022T1;4
05 Canarias;Agricultura;2021T4;4,3
05 Canarias;Agricultura;2021T3;1,6
05 Canarias;Agricultura;2021T2;4,6
05 Canarias;Agricultura;2021T1;4,5
05 Canarias;Agricultura;2020T4;3,4
05 Canarias;Agricultura;2020T3;4,1
05 Canarias;Agricultura;2020T2;4,7
05 Canarias;Agricultura;2020T1;3,4
05 Canarias;Agricultura;2019T4;5,9
05 Canarias;Agricultura;2019T3;5,8
05 Canarias;Agricultura;2019T2;5,9
05 Canarias;Agricultura;2019T1;3,3
05 Canarias;Agricultura;2018T4;2,6
05 Canarias;Agricultura;2018T3;3,4
05 Canarias;Agricultura;2018T2;2,6
05 Canarias;Agricultura;2018T1;2,8
05 Canarias;Agricultura;2017T4;1,7
05 Canarias;Agricultura;2017T3;3,7
05 Canarias;Agricultura;2017T2;3,8
05 Canarias;Agricultura;2017T1;2,9
05 Canarias;Agricultura;2016T4;2,5
05 Canarias;Agricultura;2016T3;4,7
05 Canarias;Agricultura;2016T2;7,4
05 Canarias;Agricultura;2016T1;5,8
05 Canarias;Agricultura;2015T4;5,2
05 Canarias;Agricultura;2015T3;3,4
05 Canarias;Agricultura;2015T2;4,5
05 Canarias;Agricultura;2015T1;5,1
05 Canarias;Agricultura;2014T4;4,8
05 Canarias;Agricultura;2014T3;9,1
05 Canarias;Agricultura;2014T2;4,4
05 Canarias;Agricultura;2014T1;4,5
05 Canarias;Agricultura;2013T4;4
05 Canarias;Agricultura;2013T3;7
05 Canarias;Agricultura;2013T2;6,1
05 Canarias;Agricultura;2013T1;7,7
05 Canarias;Agricultura;2012T4;8
05 Canarias;Agricultura;2012T3;5,2
05 Canarias;Agricultura;2012T2;5,7
05 Canarias;Agricultura;2012T1;3,2
05 Canarias;Agricultura;2011T4;3,4
05 Canarias;Agricultura;2011T3;4,5
05 Canarias;Agricultura;2011T2;4,4
05 Canarias;Agricultura;2011T1;5,4
05 Canarias;Agricultura;2010T4;5,6
05 Canarias;Agricultura;2010T3;4,4
05 Canarias;Agricultura;2010T2;5,5
05 Canarias;Agricultura;2010T1;3
05 Canarias;Agricultura;2009T4;5,1
05 Canarias;Agricultura;2009T3;5
05 Canarias;Agricultura;2009T2;3,4
05 Canarias;Agricultura;2009T1;3,8
05 Canarias;Agricultura;2008T4;3,7
05 Canarias;Agricultura;2008T3;2,8
05 Canarias;Agricultura;2008T2;2,9
05 Canarias;Agricultura;2008T1;2
05 Canarias;Industria;2024T4;1,1
05 Canarias;Industria;2024T3;0,4
05 Canarias;Industria;2024T2;1,5
05 Canarias;Industria;2024T1;0,8
05 Canarias;Industria;2023T4;0,2
05 Canarias;Industria;2023T3;3,5
05 Canarias;Industria;2023T2;5,6
05 Canarias;Industria;2023T1;5,4
05 Canarias;Industria;2022T4;1,8
05 Canarias;Industria;2022T3;1,9
05 Canarias;Industria;2022T2;1,5
05 Canarias;Industria;2022T1;3
05 Canarias;Industria;2021T4;3,6
05 Canarias;Industria;2021T3;3,3
05 Canarias;Industria;2021T2;1,6
05 Canarias;Industria;2021T1;4,1
05 Canarias;Industria;2020T4;2,7
05 Canarias;Industria;2020T3;1,7
05 Canarias;Industria;2020T2;0,7
05 Canarias;Industria;2020T1;0,8
05 Canarias;Industria;2019T4;0,7
05 Canarias;Industria;2019T3;2,2
05 Canarias;Industria;2019T2;1,7
05 Canarias;Industria;2019T1;2,9
05 Canarias;Industria;2018T4;3,5
05 Canarias;Industria;2018T3;5,2
05 Canarias;Industria;2018T2;6,8
05 Canarias;Industria;2018T1;5,2
05 Canarias;Industria;2017T4;5,2
05 Canarias;Industria;2017T3;2,7
05 Canarias;Industria;2017T2;3,4
05 Canarias;Industria;2017T1;4,9
05 Canarias;Industria;2016T4;5,2
05 Canarias;Industria;2016T3;5,5
05 Canarias;Industria;2016T2;6,1
05 Canarias;Industria;2016T1;4,7
05 Canarias;Industria;2015T4;3,7
05 Canarias;Industria;2015T3;3,8
05 Canarias;Industria;2015T2;2,4
05 Canarias;Industria;2015T1;4,7
05 Canarias;Industria;2014T4;5,4
05 Canarias;Industria;2014T3;6,4
05 Canarias;Industria;2014T2;5
05 Canarias;Industria;2014T1;6,3
05 Canarias;Industria;2013T4;7
05 Canarias;Industria;2013T3;6,2
05 Canarias;Industria;2013T2;4,4
05 Canarias;Industria;2013T1;7,1
05 Canarias;Industria;2012T4;7,3
05 Canarias;Industria;2012T3;7,2
05 Canarias;Industria;2012T2;5,6
05 Canarias;Industria;2012T1;9,5
05 Canarias;Industria;2011T4;7,2
05 Canarias;Industria;2011T3;4,4
05 Canarias;Industria;2011T2;5,8
05 Canarias;Industria;2011T1;6,4
05 Canarias;Industria;2010T4;6,7
05 Canarias;Industria;2010T3;7,8
05 Canarias;Industria;2010T2;6,4
05 Canarias;Industria;2010T1;6,5
05 Canarias;Industria;2009T4;7,7
05 Canarias;Industria;2009T3;7,5
05 Canarias;Industria;2009T2;9,8
05 Canarias;Industria;2009T1;8,2
05 Canarias;Industria;2008T4;5,7
05 Canarias;Industria;2008T3;4,2
05 Canarias;Industria;2008T2;2,9
05 Canarias;Industria;2008T1;2,1
05 Canarias;Construcción;2024T4;5,9
05 Canarias;Construcción;2024T3;6
05 Canarias;Construcción;2024T2;8,9
05 Canarias;Construcción;2024T1;5,9
05 Canarias;Construcción;2023T4;7,7
05 Canarias;Construcción;2023T3;2,8
05 Canarias;Construcción;2023T2;6,2
05 Canarias;Construcción;2023T1;9,7
05 Canarias;Construcción;2022T4;5,9
05 Canarias;Construcción;2022T3;8,8
05 Canarias;Construcción;2022T2;9,7
05 Canarias;Construcción;2022T1;9,2
05 Canarias;Construcción;2021T4;8
05 Canarias;Construcción;2021T3;16,2
05 Canarias;Construcción;2021T2;10,5
05 Canarias;Construcción;2021T1;12,7
05 Canarias;Construcción;2020T4;16
05 Canarias;Construcción;2020T3;10,7
05 Canarias;Construcción;2020T2;12,6
05 Canarias;Construcción;2020T1;8,3
05 Canarias;Construcción;2019T4;6,9
05 Canarias;Construcción;2019T3;7,6
05 Canarias;Construcción;2019T2;9,6
05 Canarias;Construcción;2019T1;10,5
05 Canarias;Construcción;2018T4;11
05 Canarias;Construcción;2018T3;10,8
05 Canarias;Construcción;2018T2;8,3
05 Canarias;Construcción;2018T1;10,2
05 Canarias;Construcción;2017T4;11,5
05 Canarias;Construcción;2017T3;8
05 Canarias;Construcción;2017T2;12
05 Canarias;Construcción;2017T1;13,8
05 Canarias;Construcción;2016T4;12,4
05 Canarias;Construcción;2016T3;10,5
05 Canarias;Construcción;2016T2;11,3
05 Canarias;Construcción;2016T1;11,4
05 Canarias;Construcción;2015T4;13,1
05 Canarias;Construcción;2015T3;10,1
05 Canarias;Construcción;2015T2;12,6
05 Canarias;Construcción;2015T1;11,6
05 Canarias;Construcción;2014T4;13,2
05 Canarias;Construcción;2014T3;11,5
05 Canarias;Construcción;2014T2;12,5
05 Canarias;Construcción;2014T1;16,5
05 Canarias;Construcción;2013T4;18,5
05 Canarias;Construcción;2013T3;21,2
05 Canarias;Construcción;2013T2;20,9
05 Canarias;Construcción;2013T1;19,8
05 Canarias;Construcción;2012T4;20,7
05 Canarias;Construcción;2012T3;25,2
05 Canarias;Construcción;2012T2;23,7
05 Canarias;Construcción;2012T1;23,4
05 Canarias;Construcción;2011T4;26,1
05 Canarias;Construcción;2011T3;27,6
05 Canarias;Construcción;2011T2;30,1
05 Canarias;Construcción;2011T1;26,9
05 Canarias;Construcción;2010T4;28,1
05 Canarias;Construcción;2010T3;29
05 Canarias;Construcción;2010T2;31,7
05 Canarias;Construcción;2010T1;31,3
05 Canarias;Construcción;2009T4;39,2
05 Canarias;Construcción;2009T3;39,8
05 Canarias;Construcción;2009T2;43,4
05 Canarias;Construcción;2009T1;54,6
05 Canarias;Construcción;2008T4;44,1
05 Canarias;Construcción;2008T3;35,4
05 Canarias;Construcción;2008T2;31,7
05 Canarias;Construcción;2008T1;25,6
05 Canarias;Servicios;2024T4;51,4
05 Canarias;Servicios;2024T3;65,4
05 Canarias;Servicios;2024T2;63,6
05 Canarias;Servicios;2024T1;67,4
05 Canarias;Servicios;2023T4;78,6
05 Canarias;Servicios;2023T3;73,6
05 Canarias;Servicios;2023T2;64,9
05 Canarias;Servicios;2023T1;79,1
05 Canarias;Servicios;2022T4;58,1
05 Canarias;Servicios;2022T3;66,1
05 Canarias;Servicios;2022T2;58,1
05 Canarias;Servicios;2022T1;67,2
05 Canarias;Servicios;2021T4;50,8
05 Canarias;Servicios;2021T3;73,6
05 Canarias;Servicios;2021T2;76,6
05 Canarias;Servicios;2021T1;101,2
05 Canarias;Servicios;2020T4;123,9
05 Canarias;Servicios;2020T3;128,1
05 Canarias;Servicios;2020T2;108,3
05 Canarias;Servicios;2020T1;92,9
05 Canarias;Servicios;2019T4;85,1
05 Canarias;Servicios;2019T3;92,6
05 Canarias;Servicios;2019T2;94,7
05 Canarias;Servicios;2019T1;103,1
05 Canarias;Servicios;2018T4;92,1
05 Canarias;Servicios;2018T3;82,3
05 Canarias;Servicios;2018T2;79
05 Canarias;Servicios;2018T1;79
05 Canarias;Servicios;2017T4;79,5
05 Canarias;Servicios;2017T3;75,4
05 Canarias;Servicios;2017T2;90,1
05 Canarias;Servicios;2017T1;98,8
05 Canarias;Servicios;2016T4;96
05 Canarias;Servicios;2016T3;89,4
05 Canarias;Servicios;2016T2;90,8
05 Canarias;Servicios;2016T1;87,8
05 Canarias;Servicios;2015T4;88,6
05 Canarias;Servicios;2015T3;87,9
05 Canarias;Servicios;2015T2;88,1
05 Canarias;Servicios;2015T1;77,3
05 Canarias;Servicios;2014T4;89,7
05 Canarias;Servicios;2014T3;98
05 Canarias;Servicios;2014T2;96,4
05 Canarias;Servicios;2014T1;91,9
05 Canarias;Servicios;2013T4;88,2
05 Canarias;Servicios;2013T3;99
05 Canarias;Servicios;2013T2;110,9
05 Canarias;Servicios;2013T1;107,4
05 Canarias;Servicios;2012T4;110
05 Canarias;Servicios;2012T3;125,4
05 Canarias;Servicios;2012T2;127,4
05 Canarias;Servicios;2012T1;123
05 Canarias;Servicios;2011T4;106
05 Canarias;Servicios;2011T3;98
05 Canarias;Servicios;2011T2;90,8
05 Canarias;Servicios;2011T1;95,1
05 Canarias;Servicios;2010T4;97,3
05 Canarias;Servicios;2010T3;98,5
05 Canarias;Servicios;2010T2;101,6
05 Canarias;Servicios;2010T1;108,2
05 Canarias;Servicios;2009T4;105,4
05 Canarias;Servicios;2009T3;104,8
05 Canarias;Servicios;2009T2;108,2
05 Canarias;Servicios;2009T1;105,4
05 Canarias;Servicios;2008T4;90,4
05 Canarias;Servicios;2008T3;67,8
05 Canarias;Servicios;2008T2;65,8
05 Canarias;Servicios;2008T1;65,7
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;77,7
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;92,8
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;86,1
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;99,6
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;100,8
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;90,7
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;100,6
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;105,9
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;99,7
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;117,3
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;130,8
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;143,6
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;148,4
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;178,9
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;170,3
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;143,4
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;133,1
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;129,1
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;99,5
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;109,9
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;118,9
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;131,4
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;127,3
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;118
05 Canarias;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;119
